TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE0_LEFTCHILD	TREE0_RIGHTCHILD	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE1_LEFTCHILD	TREE1_RIGHTCHILD	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
VP	fly	VBZ	VBZ	ADVP	NP	he	PRP	PRP		NOPOS	noword	 		 	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			VP	fly	VBZ	VBZ	ADVP	NP	he	PRP	NOPOS	noword	NO	hat	VBG	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 			,	,	 			VP	fly	VBZ	NP	he	NO	hat	VBG	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	-NONE-		,	,	 			VP	fly	VBZ	NP	he	NO	hat	VBG	shift	''	reduce_unary	1	-9.294198074178478
VBG	hat	 			NP	*	-NONE-	-NONE-		,	,	 	VP	fly	NO	and	CC	shift	''	shift	1	-9.294198074178478
CC	and	 			VBG	hat	 			NP	*	-NONE-	,	,	NO	pursue	VBG	shift	''	shift	1	-9.294198074178478
VBG	pursue	 			CC	and	 			VBG	hat	 	NP	*	NO	not	RB	shift	''	shift	1	-9.294198074178478
RB	not	 			VBG	pursue	 			CC	and	 	VBG	hat	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			RB	not	 			VBG	pursue	 	CC	and	NO	bird	NN	shift	''	shift	1	-9.294198074178478
NN	bird	 			DT	the	 			RB	not	 	VBG	pursue	NO	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bird	NN	NN		DT	the	 			RB	not	 	VBG	pursue	NO	,	,	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	bird	NN	DT	NN	RB	not	 			VBG	pursue	 	CC	and	NO	,	,	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	bird	NN	RB	DT	VBG	pursue	 			CC	and	 	VBG	hat	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			NP	bird	NN	RB	DT	VBG	pursue	 	CC	and	NO	but	CC	shift	''	shift	1	-9.294198074178478
CC	but	 			,	,	 			NP	bird	NN	VBG	pursue	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			CC	but	 			,	,	 	NP	bird	NO	mouse	NN	shift	''	shift	1	-9.294198074178478
NN	mouse	 			DT	the	 			CC	but	 	,	,	NO	for	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	mouse	NN	NN		DT	the	 			CC	but	 	,	,	NO	for	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	mouse	NN	DT	NN	CC	but	 			,	,	 	NP	bird	NO	for	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	for	 			NP	mouse	NN	DT	NN	CC	but	 	,	,	NO	have	VBG	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 			IN	for	 			NP	mouse	NN	CC	but	NO	have	VBG	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	-NONE-		IN	for	 			NP	mouse	NN	CC	but	NO	have	VBG	shift	''	reduce_unary	1	-9.294198074178478
VBG	have	 			NP	*	-NONE-	-NONE-		IN	for	 	NP	mouse	NO	make	VBN	shift	''	shift	1	-9.294198074178478
VBN	make	 			VBG	have	 			NP	*	-NONE-	IN	for	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			VBN	make	 			VBG	have	 	NP	*	NO	hole	NN	shift	''	shift	1	-9.294198074178478
NN	hole	 			DT	the	 			VBN	make	 	VBG	have	NO	into	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	hole	NN	NN		DT	the	 			VBN	make	 	VBG	have	NO	into	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	hole	NN	DT	NN	VBN	make	 			VBG	have	 	NP	*	NO	into	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	into	 			NP	hole	NN	DT	NN	VBN	make	 	VBG	have	NO	which	WDT	shift	''	shift	1	-9.294198074178478
WDT	which	 			IN	into	 			NP	hole	NN	VBN	make	NO	the	DT	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	which	WDT	WDT		IN	into	 			NP	hole	NN	VBN	make	NO	the	DT	reduce_unary	WHPP_BAR	reduce_unary	1	-9.294198074178478
WHPP_BAR	which	WDT	WHNP		IN	into	 			NP	hole	NN	VBN	make	YES	the	DT	reduce_binary	WHPP	reduce_unary	1	-9.294198074178478
WHPP	which	WDT	IN	WHNP	NP	hole	NN	DT	NN	VBN	make	 	VBG	have	YES	the	DT	shift	''	reduce_binary	1	-9.294198074178478
DT	the	 			WHPP	which	WDT	IN	WHNP	NP	hole	NN	VBN	make	YES	little	JJ	shift	''	shift	1	-9.294198074178478
JJ	little	 			DT	the	 			WHPP	which	WDT	NP	hole	YES	bird	NN	shift	''	shift	1	-9.294198074178478
NN	bird	 			JJ	little	 			DT	the	 	WHPP	which	YES	creep	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bird	NN	NN		JJ	little	 			DT	the	 	WHPP	which	YES	creep	VBD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	bird	NN	JJ	NN	DT	the	 			WHPP	which	WDT	NP	hole	YES	creep	VBD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	bird	NN	DT	JJ	WHPP	which	WDT	IN	WHNP	NP	hole	NN	VBN	make	YES	creep	VBD	shift	''	reduce_binary	1	-9.294198074178478
VBD	creep	 			NP	bird	NN	DT	JJ	WHPP	which	WDT	NP	hole	YES	.	.	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 			VBD	creep	 			NP	bird	NN	WHPP	which	NO	.	.	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	-NONE-		VBD	creep	 			NP	bird	NN	WHPP	which	NO	.	.	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	creep	VBD	NP		VBD	creep	 			NP	bird	NN	WHPP	which	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	creep	VBD	VBD	NP	NP	bird	NN	DT	JJ	WHPP	which	WDT	NP	hole	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	creep	VBD	VP		NP	bird	NN	DT	JJ	WHPP	which	WDT	NP	hole	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	creep	VBD	NP	VP	WHPP	which	WDT	IN	WHNP	NP	hole	NN	VBN	make	NO	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	which	WDT	S		WHPP	which	WDT	IN	WHNP	NP	hole	NN	VBN	make	NO	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	which	WDT	WHPP	S	NP	hole	NN	DT	NN	VBN	make	 	VBG	have	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	hole	NN	SBAR		NP	hole	NN	DT	NN	VBN	make	 	VBG	have	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	hole	NN	NP	SBAR	VBN	make	 			VBG	have	 	NP	*	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	make	VBN	NP		VBN	make	 			VBG	have	 	NP	*	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	make	VBN	VBN	NP	VBG	have	 			NP	*	-NONE-	IN	for	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	make	VBN	VP		VBG	have	 			NP	*	-NONE-	IN	for	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	make	VBN	VBG	VP	NP	*	-NONE-	-NONE-		IN	for	 	NP	mouse	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	make	VBN	VP		NP	*	-NONE-	-NONE-		IN	for	 	NP	mouse	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	make	VBN	NP	VP	IN	for	 			NP	mouse	NN	CC	but	NO	.	.	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	for	IN	S		IN	for	 			NP	mouse	NN	CC	but	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	IN	S	NP	mouse	NN	DT	NN	CC	but	 	,	,	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	mouse	NN	PP		NP	mouse	NN	DT	NN	CC	but	 	,	,	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	mouse	NN	NP	PP	CC	but	 			,	,	 	NP	bird	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	mouse	NN	NP		CC	but	 			,	,	 	NP	bird	NO	.	.	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	mouse	NN	CC	NP	,	,	 			NP	bird	NN	VBG	pursue	NO	.	.	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	mouse	NN	,	CC	NP	bird	NN	RB	DT	VBG	pursue	 	CC	and	NO	.	.	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	mouse	NN	NP	,	VBG	pursue	 			CC	and	 	VBG	hat	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	pursue	VBG	NP		VBG	pursue	 			CC	and	 	VBG	hat	NO	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	pursue	VBG	VBG	NP	CC	and	 			VBG	hat	 	NP	*	NO	.	.	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	pursue	VBG	CC	VBG	VBG	hat	 			NP	*	-NONE-	,	,	NO	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	pursue	VBG	VBG	CC	NP	*	-NONE-	-NONE-		,	,	 	VP	fly	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	pursue	VBG	VP		NP	*	-NONE-	-NONE-		,	,	 	VP	fly	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	pursue	VBG	NP	VP	,	,	 			VP	fly	VBZ	NP	he	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			S	pursue	VBG	NP	VP	,	,	 	VP	fly	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	pursue	VBG	.		S	pursue	VBG	NP	VP	,	,	 	VP	fly	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	pursue	VBG	S	.	,	,	 			VP	fly	VBZ	NP	he	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	pursue	VBG	,	S	VP	fly	VBZ	VBZ	ADVP	NP	he	PRP	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	pursue	VBG	VP	,	NP	he	PRP	PRP		NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	pursue	VBG	NP	VP	NOPOS	noword	 				 	 		 	NO	.	.	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
CC	and	 			NOPOS	noword	 				 	 		 	NO	the	DT	shift	''	shift	2	-8.947624483898506
DT	the	 			CC	and	 			NOPOS	noword	 		 	NO	little	JJ	shift	''	shift	1	-9.294198074178478
JJ	little	 			DT	the	 			CC	and	 	NOPOS	noword	NO	bird	NN	shift	''	shift	1	-9.294198074178478
NN	bird	 			JJ	little	 			DT	the	 	CC	and	NO	also	RB	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bird	NN	NN		JJ	little	 			DT	the	 	CC	and	NO	also	RB	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	bird	NN	JJ	NN	DT	the	 			CC	and	 	NOPOS	noword	NO	also	RB	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	bird	NN	DT	JJ	CC	and	 			NOPOS	noword	 		 	NO	also	RB	shift	''	reduce_binary	1	-9.294198074178478
RB	also	 			NP	bird	NN	DT	JJ	CC	and	 	NOPOS	noword	NO	keep	VBZ	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	also	RB	RB		NP	bird	NN	DT	JJ	CC	and	 	NOPOS	noword	NO	keep	VBZ	shift	''	reduce_unary	1	-9.294198074178478
VBZ	keep	 			ADVP	also	RB	RB		NP	bird	NN	CC	and	NO	out	RP	shift	''	shift	1	-9.294198074178478
RP	out	 			VBZ	keep	 			ADVP	also	RB	NP	bird	NO	of	IN	reduce_unary	PRT	shift	1	-9.294198074178478
PRT	out	RP	RP		VBZ	keep	 			ADVP	also	RB	NP	bird	NO	of	IN	shift	''	reduce_unary	1	-9.294198074178478
IN	of	 			PRT	out	RP	RP		VBZ	keep	 	ADVP	also	NO	sight	NN	shift	''	shift	1	-9.294198074178478
NN	sight	 			IN	of	 			PRT	out	RP	VBZ	keep	NO	,	,	reduce_unary	NP	shift	1	-9.294198074178478
NP	sight	NN	NN		IN	of	 			PRT	out	RP	VBZ	keep	NO	,	,	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			PRT	out	RP	VBZ	keep	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	IN	NP	PRT	out	RP	RP		VBZ	keep	 	ADVP	also	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			PP	of	IN	IN	NP	PRT	out	RP	VBZ	keep	NO	for	IN	shift	''	shift	1	-9.294198074178478
IN	for	 			,	,	 			PP	of	IN	PRT	out	NO	he	PRP	shift	''	shift	1	-9.294198074178478
PRP	he	 			IN	for	 			,	,	 	PP	of	NO	fear	VBZ	reduce_unary	NP	shift	1	-9.294198074178478
NP	he	PRP	PRP		IN	for	 			,	,	 	PP	of	NO	fear	VBZ	shift	''	reduce_unary	1	-9.294198074178478
VBZ	fear	 			NP	he	PRP	PRP		IN	for	 	,	,	NO	that	IN	shift	''	shift	1	-9.294198074178478
IN	that	 			VBZ	fear	 			NP	he	PRP	IN	for	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	that	 			VBZ	fear	 	NP	he	NO	other	JJ	shift	''	shift	1	-9.294198074178478
JJ	other	 			DT	the	 			IN	that	 	VBZ	fear	NO	bird	NNS	shift	''	shift	1	-9.294198074178478
NNS	bird	 			JJ	other	 			DT	the	 	IN	that	NO	should	MD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bird	NNS	NNS		JJ	other	 			DT	the	 	IN	that	NO	should	MD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	bird	NNS	JJ	NNS	DT	the	 			IN	that	 	VBZ	fear	NO	should	MD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	bird	NNS	DT	JJ	IN	that	 			VBZ	fear	 	NP	he	NO	should	MD	shift	''	reduce_binary	1	-9.294198074178478
MD	should	 			NP	bird	NNS	DT	JJ	IN	that	 	VBZ	fear	NO	punish	VB	shift	''	shift	1	-9.294198074178478
VB	punish	 			MD	should	 			NP	bird	NNS	IN	that	NO	him	PRP	shift	''	shift	1	-9.294198074178478
PRP	him	 			VB	punish	 			MD	should	 	NP	bird	NO	for	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	him	PRP	PRP		VB	punish	 			MD	should	 	NP	bird	NO	for	IN	shift	''	reduce_unary	1	-9.294198074178478
IN	for	 			NP	him	PRP	PRP		VB	punish	 	MD	should	NO	his	PRPtranslated_dollar	shift	''	shift	1	-9.294198074178478
PRPtranslated_dollar	his	 			IN	for	 			NP	him	PRP	VB	punish	NO	cunning	JJ	shift	''	shift	1	-9.294198074178478
JJ	cunning	 			PRPtranslated_dollar	his	 			IN	for	 	NP	him	NO	.	.	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	his	PRP$	JJ		PRPtranslated_dollar	his	 			IN	for	 	NP	him	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	his	PRP$	PRPtranslated_dollar	JJ	IN	for	 			NP	him	PRP	VB	punish	NO	.	.	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	for	IN	NP		IN	for	 			NP	him	PRP	VB	punish	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	IN	NP	NP	him	PRP	PRP		VB	punish	 	MD	should	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	punish	VB	PP		NP	him	PRP	PRP		VB	punish	 	MD	should	NO	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	punish	VB	NP	PP	VB	punish	 			MD	should	 	NP	bird	NO	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	punish	VB	VB	NP	MD	should	 			NP	bird	NNS	IN	that	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	punish	VB	VP		MD	should	 			NP	bird	NNS	IN	that	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	punish	VB	MD	VP	NP	bird	NNS	DT	JJ	IN	that	 	VBZ	fear	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	punish	VB	VP		NP	bird	NNS	DT	JJ	IN	that	 	VBZ	fear	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	punish	VB	NP	VP	IN	that	 			VBZ	fear	 	NP	he	NO	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	that	IN	S		IN	that	 			VBZ	fear	 	NP	he	NO	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	that	IN	IN	S	VBZ	fear	 			NP	he	PRP	IN	for	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	fear	VBZ	SBAR		VBZ	fear	 			NP	he	PRP	IN	for	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	fear	VBZ	VBZ	SBAR	NP	he	PRP	PRP		IN	for	 	,	,	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	fear	VBZ	VP		NP	he	PRP	PRP		IN	for	 	,	,	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	fear	VBZ	NP	VP	IN	for	 			,	,	 	PP	of	NO	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	for	IN	S		IN	for	 			,	,	 	PP	of	NO	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	for	IN	IN	S	,	,	 			PP	of	IN	PRT	out	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	keep	VBZ	SBAR		,	,	 			PP	of	IN	PRT	out	NO	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	keep	VBZ	,	SBAR	PP	of	IN	IN	NP	PRT	out	RP	VBZ	keep	NO	.	.	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	keep	VBZ	PP	,	PRT	out	RP	RP		VBZ	keep	 	ADVP	also	NO	.	.	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	keep	VBZ	PRT	PP	VBZ	keep	 			ADVP	also	RB	NP	bird	NO	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	keep	VBZ	VBZ	PRT	ADVP	also	RB	RB		NP	bird	NN	CC	and	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			VP	keep	VBZ	VBZ	PRT	ADVP	also	RB	NP	bird	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	keep	VBZ	.		VP	keep	VBZ	VBZ	PRT	ADVP	also	RB	NP	bird	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	keep	VBZ	VP	.	ADVP	also	RB	RB		NP	bird	NN	CC	and	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	keep	VBZ	ADVP	VP	NP	bird	NN	DT	JJ	CC	and	 	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	keep	VBZ	NP	ADVP	CC	and	 			NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	keep	VBZ	CC	NP	NOPOS	noword	 				 	 		 	NO	.	.	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
DT	the	 			NOPOS	noword	 				 	 		 	NO	rejection	NN	shift	''	shift	1	-9.294198074178478
NN	rejection	 			DT	the	 			NOPOS	noword	 		 	NO	by	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	rejection	NN	NN		DT	the	 			NOPOS	noword	 		 	NO	by	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	rejection	NN	DT	NN	NOPOS	noword	 				 	 		 	NO	by	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	by	 			NP	rejection	NN	DT	NN	NOPOS	noword	 		 	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	by	 			NP	rejection	NN	NOPOS	noword	NO	other	JJ	shift	''	shift	1	-9.294198074178478
JJ	other	 			DT	the	 			IN	by	 	NP	rejection	NO	bird	NNS	shift	''	shift	1	-9.294198074178478
NNS	bird	 			JJ	other	 			DT	the	 	IN	by	NO	be	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bird	NNS	NNS		JJ	other	 			DT	the	 	IN	by	NO	be	VBD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	bird	NNS	JJ	NNS	DT	the	 			IN	by	 	NP	rejection	NO	be	VBD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	bird	NNS	DT	JJ	IN	by	 			NP	rejection	NN	NOPOS	noword	NO	be	VBD	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	by	IN	NP		IN	by	 			NP	rejection	NN	NOPOS	noword	NO	be	VBD	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	by	IN	IN	NP	NP	rejection	NN	DT	NN	NOPOS	noword	 		 	NO	be	VBD	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	rejection	NN	PP		NP	rejection	NN	DT	NN	NOPOS	noword	 		 	NO	be	VBD	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	rejection	NN	NP	PP	NOPOS	noword	 				 	 		 	NO	be	VBD	shift	''	reduce_binary	1	-9.294198074178478
VBD	be	 			NP	rejection	NN	NP	PP	NOPOS	noword	 		 	NO	a	DT	shift	''	shift	1	-9.294198074178478
DT	a	 			VBD	be	 			NP	rejection	NN	NOPOS	noword	NO	bitter	JJ	shift	''	shift	1	-9.294198074178478
JJ	bitter	 			DT	a	 			VBD	be	 	NP	rejection	NO	pill	NN	shift	''	shift	1	-9.294198074178478
NN	pill	 			JJ	bitter	 			DT	a	 	VBD	be	NO	to	TO	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 			NN	pill	 			JJ	bitter	 	DT	a	NO	to	TO	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	-NONE-		NN	pill	 			JJ	bitter	 	DT	a	NO	to	TO	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 			NP	*	-NONE-	-NONE-		NN	pill	 	JJ	bitter	NO	swallow	VB	shift	''	shift	1	-9.294198074178478
VB	swallow	 			TO	to	 			NP	*	-NONE-	NN	pill	NO	for	IN	shift	''	shift	1	-9.294198074178478
IN	for	 			VB	swallow	 			TO	to	 	NP	*	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	for	 			VB	swallow	 	TO	to	NO	nameless	JJ	shift	''	shift	1	-9.294198074178478
JJ	nameless	 			DT	the	 			IN	for	 	VB	swallow	NO	bird	NN	shift	''	shift	1	-9.294198074178478
NN	bird	 			JJ	nameless	 			DT	the	 	IN	for	NO	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bird	NN	NN		JJ	nameless	 			DT	the	 	IN	for	NO	the	DT	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	bird	NN	JJ	NN	DT	the	 			IN	for	 	VB	swallow	NO	the	DT	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	bird	NN	DT	JJ	IN	for	 			VB	swallow	 	TO	to	NO	the	DT	postulate_gap	*	reduce_binary	1	-9.294198074178478
-NONE-	*	 			NP	bird	NN	DT	JJ	IN	for	 	VB	swallow	NO	the	DT	reduce_unary	WHNP	postulate_gap	1	-9.294198074178478
WHNP	 	 	-NONE-		NP	bird	NN	DT	JJ	IN	for	 	VB	swallow	YES	the	DT	shift	''	reduce_unary	1	-9.294198074178478
DT	the	 			WHNP	 	 	-NONE-		NP	bird	NN	IN	for	YES	owl	NN	shift	''	shift	1	-9.294198074178478
NN	owl	 			DT	the	 			WHNP	 	 	NP	bird	YES	have	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	owl	NN	NN		DT	the	 			WHNP	 	 	NP	bird	YES	have	VBD	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	owl	NN	DT	NN	WHNP	 	 	-NONE-		NP	bird	NN	IN	for	YES	have	VBD	shift	''	reduce_binary	1	-9.294198074178478
VBD	have	 			NP	owl	NN	DT	NN	WHNP	 	 	NP	bird	YES	let	VBN	shift	''	shift	1	-9.294198074178478
VBN	let	 			VBD	have	 			NP	owl	NN	WHNP	 	YES	slip	VB	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 			VBN	let	 			VBD	have	 	NP	owl	NO	slip	VB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	-NONE-		VBN	let	 			VBD	have	 	NP	owl	NO	slip	VB	shift	''	reduce_unary	1	-9.294198074178478
VB	slip	 			NP	*t*	-NONE-	-NONE-		VBN	let	 	VBD	have	NO	away	RP	shift	''	shift	1	-9.294198074178478
RP	away	 			VB	slip	 			NP	*t*	-NONE-	VBN	let	NO	.	.	reduce_unary	PRT	shift	1	-9.294198074178478
PRT	away	RP	RP		VB	slip	 			NP	*t*	-NONE-	VBN	let	NO	.	.	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	slip	VB	PRT		VB	slip	 			NP	*t*	-NONE-	VBN	let	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	slip	VB	VB	PRT	NP	*t*	-NONE-	-NONE-		VBN	let	 	VBD	have	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	slip	VB	VP		NP	*t*	-NONE-	-NONE-		VBN	let	 	VBD	have	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	slip	VB	NP	VP	VBN	let	 			VBD	have	 	NP	owl	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	slip	VB	S		VBN	let	 			VBD	have	 	NP	owl	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
